"VL_PGTO","DE_CLASSE","DE_DIVISAO_SETOR","DE_DIVISAO","DE_GRUPO","DE_SETOR_ECONOMICO","DE_SECAO","DE_SUBCLASSE","NU_ANO","DE_MES_COMP","NU_MES","CD_CLASSE","CD_DIVISAO","CD_GRUPO","CD_SECAO","CD_SUBCLASSE"
1175440.73,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",2022,MARÇO,3,"46371","46","463",G ,"4637107"
7215877.09,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,2022,MARÇO,3,"46371","46","463",G ,"4637199"
1062133.55,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de café torrado, moído e solúvel",2022,ABRIL,4,"46371","46","463",G ,"4637101"
77.84,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de açúcar,2022,ABRIL,4,"46371","46","463",G ,"4637102"
203447.52,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de óleos e gorduras,2022,ABRIL,4,"46371","46","463",G ,"4637103"
1418161.87,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de pães, bolos, biscoitos e similares",2022,ABRIL,4,"46371","46","463",G ,"4637104"
504940.99,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de massas alimentícias,2022,ABRIL,4,"46371","46","463",G ,"4637105"
1790377.63,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de sorvetes,2022,ABRIL,4,"46371","46","463",G ,"4637106"
1676985.07,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",2022,ABRIL,4,"46371","46","463",G ,"4637107"
12663046.44,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,2022,ABRIL,4,"46371","46","463",G ,"4637199"
711881.39,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de café torrado, moído e solúvel",2022,MAIO,5,"46371","46","463",G ,"4637101"
10956.25,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de açúcar,2022,MAIO,5,"46371","46","463",G ,"4637102"
394941.12,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de óleos e gorduras,2022,MAIO,5,"46371","46","463",G ,"4637103"
1481992.69,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de pães, bolos, biscoitos e similares",2022,MAIO,5,"46371","46","463",G ,"4637104"
442488.86,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de massas alimentícias,2022,MAIO,5,"46371","46","463",G ,"4637105"
767664.32,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de sorvetes,2022,MAIO,5,"46371","46","463",G ,"4637106"
1119164.76,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",2022,MAIO,5,"46371","46","463",G ,"4637107"
8508590.52,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,2022,MAIO,5,"46371","46","463",G ,"4637199"
33296.85,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de café torrado, moído e solúvel",2022,JUNHO,6,"46371","46","463",G ,"4637101"
2444.39,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de açúcar,2022,JUNHO,6,"46371","46","463",G ,"4637102"
424419.05,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de óleos e gorduras,2022,JUNHO,6,"46371","46","463",G ,"4637103"
1309120.78,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de pães, bolos, biscoitos e similares",2022,JUNHO,6,"46371","46","463",G ,"4637104"
585058.93,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de massas alimentícias,2022,JUNHO,6,"46371","46","463",G ,"4637105"
659702.59,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de sorvetes,2022,JUNHO,6,"46371","46","463",G ,"4637106"
1006917.48,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",2022,JUNHO,6,"46371","46","463",G ,"4637107"
7948052.63,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,2022,JUNHO,6,"46371","46","463",G ,"4637199"
1653141.19,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de café torrado, moído e solúvel",2022,JULHO,7,"46371","46","463",G ,"4637101"
7539.65,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de açúcar,2022,JULHO,7,"46371","46","463",G ,"4637102"
999747.91,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de óleos e gorduras,2022,JULHO,7,"46371","46","463",G ,"4637103"
1588273.73,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de pães, bolos, biscoitos e similares",2022,JULHO,7,"46371","46","463",G ,"4637104"
478575.15,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de massas alimentícias,2022,JULHO,7,"46371","46","463",G ,"4637105"
469438.44,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de sorvetes,2022,JULHO,7,"46371","46","463",G ,"4637106"
711555.19,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",2022,JULHO,7,"46371","46","463",G ,"4637107"
10349765.62,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,2022,JULHO,7,"46371","46","463",G ,"4637199"
7826.93,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de óleos e gorduras,2022,AGOSTO,8,"46371","46","463",G ,"4637103"
67.51,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de pães, bolos, biscoitos e similares",2022,AGOSTO,8,"46371","46","463",G ,"4637104"
803.61,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista de sorvetes,2022,AGOSTO,8,"46371","46","463",G ,"4637106"
364.24,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",2022,AGOSTO,8,"46371","46","463",G ,"4637107"
161112.73,Comércio atacadista especializado em produtos alimentícios não especificados anteriormente,TERCIÁRIO,"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,2022,AGOSTO,8,"46371","46","463",G ,"4637199"
16308676.79,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio por atacado de peças e acessórios novos para veículos automotores,2022,JANEIRO,1,"45307","45","453",G ,"4530701"
6826894.9,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio por atacado de pneumáticos e câmaras de ar,2022,JANEIRO,1,"45307","45","453",G ,"4530702"
13955487.26,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio a varejo de peças e acessórios novos para veículos automotores,2022,JANEIRO,1,"45307","45","453",G ,"4530703"
540253.16,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio a varejo de peças e acessórios usados para veículos automotores,2022,JANEIRO,1,"45307","45","453",G ,"4530704"
2503155.27,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio a varejo de pneumáticos e câmaras de ar,2022,JANEIRO,1,"45307","45","453",G ,"4530705"
2824.18,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,2022,JANEIRO,1,"45307","45","453",G ,"4530706"
20479367.48,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio por atacado de peças e acessórios novos para veículos automotores,2022,FEVEREIRO,2,"45307","45","453",G ,"4530701"
7859737.81,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio por atacado de pneumáticos e câmaras de ar,2022,FEVEREIRO,2,"45307","45","453",G ,"4530702"
15142893.59,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio a varejo de peças e acessórios novos para veículos automotores,2022,FEVEREIRO,2,"45307","45","453",G ,"4530703"
557876.59,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio a varejo de peças e acessórios usados para veículos automotores,2022,FEVEREIRO,2,"45307","45","453",G ,"4530704"
2476362.47,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio a varejo de pneumáticos e câmaras de ar,2022,FEVEREIRO,2,"45307","45","453",G ,"4530705"
4852.54,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,2022,FEVEREIRO,2,"45307","45","453",G ,"4530706"
19522557.8,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio por atacado de peças e acessórios novos para veículos automotores,2022,MARÇO,3,"45307","45","453",G ,"4530701"
7316443.85,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio por atacado de pneumáticos e câmaras de ar,2022,MARÇO,3,"45307","45","453",G ,"4530702"
13241548.74,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio a varejo de peças e acessórios novos para veículos automotores,2022,MARÇO,3,"45307","45","453",G ,"4530703"
585531.97,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio a varejo de peças e acessórios usados para veículos automotores,2022,MARÇO,3,"45307","45","453",G ,"4530704"
2619496.53,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio a varejo de pneumáticos e câmaras de ar,2022,MARÇO,3,"45307","45","453",G ,"4530705"
17997.62,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,2022,MARÇO,3,"45307","45","453",G ,"4530706"
21391762.95,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio por atacado de peças e acessórios novos para veículos automotores,2022,ABRIL,4,"45307","45","453",G ,"4530701"
9821931.86,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio por atacado de pneumáticos e câmaras de ar,2022,ABRIL,4,"45307","45","453",G ,"4530702"
15643749.8,Comércio de peças e acessórios para veículos automotores,TERCIÁRIO,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio de peças e acessórios para veículos automotores,COMÉRCIO,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,Comércio a varejo de peças e acessórios novos para veículos automotores,2022,ABRIL,4,"45307","45","453",G ,"4530703"
